bbox,author,author_id,img_name,weight,cluster,category,sam_conf
"[169, 566, 316, 722]",dev,2,%5B26441_53741%5D%5B26641_53982%5D%5B0%5D%5B0.3070000112056732%5D.jpg,,,不明分类,
"[1752, 1751, 2394, 2121]",dev,2,%5B26441_53741%5D%5B26641_53982%5D%5B0%5D%5B0.3070000112056732%5D.jpg,,,细菌性阴道病,
"[1267, 0, 1732, 245]",dev,2,%5B26441_53741%5D%5B26641_53982%5D%5B0%5D%5B0.3070000112056732%5D.jpg,,,其他正常细胞,
"[2315, 0, 2560, 178]",dev,2,%5B26441_53741%5D%5B26641_53982%5D%5B0%5D%5B0.3070000112056732%5D.jpg,,,其他正常细胞,
"[1848, 840, 2175, 1179]",dev,2,%5B44230_47063%5D%5B44484_47276%5D%5B0%5D%5B0.33799999952316284%5D.jpg,,,ASC-US,
"[1655, 1035, 1898, 1321]",dev,2,%5B44230_47063%5D%5B44484_47276%5D%5B0%5D%5B0.33799999952316284%5D.jpg,,,ASC-US,
"[1571, 922, 2150, 1251]",dev,2,%5B49300_21215%5D%5B49510_21370%5D%5B0%5D%5B0.2619999945163727%5D.jpg,,,ASC-US,
"[2932, 1071, 3138, 1263]",dev,2,%5B49300_21215%5D%5B49510_21370%5D%5B0%5D%5B0.2619999945163727%5D.jpg,,,不明分类,
"[2955, 1410, 3134, 1548]",dev,2,%5B49300_21215%5D%5B49510_21370%5D%5B0%5D%5B0.2619999945163727%5D.jpg,,,不明分类,
"[1199, 1315, 1341, 1459]",dev,2,%5B49300_21215%5D%5B49510_21370%5D%5B0%5D%5B0.2619999945163727%5D.jpg,,,不明分类,
"[3228, 118, 3559, 612]",dev,2,%5B49300_21215%5D%5B49510_21370%5D%5B0%5D%5B0.2619999945163727%5D.jpg,,,其他正常细胞,
"[1837, 965, 2047, 1194]",dev,2,%5B48560_41647%5D%5B48678_41768%5D%5B2%5D%5B0.23000000417232513%5D.jpg,,,其他正常细胞,
"[3071, 1650, 3447, 1843]",dev,2,%5B48560_41647%5D%5B48678_41768%5D%5B2%5D%5B0.23000000417232513%5D.jpg,,,不明分类,
"[1597, 1861, 2048, 2160]",dev,2,%5B50852_16712%5D%5B51126_17101%5D%5B0%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[0, 1271, 432, 1690]",dev,2,%5B50852_16712%5D%5B51126_17101%5D%5B0%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[1690, 1130, 1946, 1571]",dev,2,%5B50852_16712%5D%5B51126_17101%5D%5B0%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[1881, 822, 2231, 1159]",dev,2,%5B50852_16712%5D%5B51126_17101%5D%5B0%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[1646, 604, 2056, 1032]",dev,2,%5B50852_16712%5D%5B51126_17101%5D%5B0%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[0, 486, 257, 925]",dev,2,%5B50852_16712%5D%5B51126_17101%5D%5B0%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[63, 1882, 257, 2103]",dev,2,%5B50852_16712%5D%5B51126_17101%5D%5B0%5D%5B0.22100000083446503%5D.jpg,,,不明分类,
"[1776, 942, 2074, 1228]",dev,2,%5B49995_39962%5D%5B50155_40105%5D%5B0%5D%5B0.3089999854564667%5D.jpg,,,糖原溶解细胞,
"[529, 584, 1041, 1265]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[2097, 194, 2589, 635]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[2485, 192, 2953, 748]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[1788, 976, 2041, 1205]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,宫颈管细胞,
"[2790, 472, 3493, 867]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[1049, 214, 1155, 348]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,宫颈管细胞,
"[444, 639, 600, 876]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,化生细胞,
"[2782, 185, 2942, 346]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,化生细胞,
"[3159, 1354, 3360, 1640]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,不明分类,
"[2178, 897, 2393, 1177]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,不明分类,
"[2013, 1684, 2148, 1868]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,不明分类,
"[0, 373, 279, 890]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[1328, 1353, 1771, 1742]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,细菌性阴道病,
"[1549, 463, 1989, 1015]",dev,2,%5B27877_41236%5D%5B28002_41338%5D%5B2%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[1660, 902, 2187, 1257]",dev,2,%5B40819_31633%5D%5B41064_31801%5D%5B0%5D%5B0.2770000100135803%5D.jpg,,,ASC-US,
"[1388, 1997, 1918, 2160]",dev,2,%5B40819_31633%5D%5B41064_31801%5D%5B0%5D%5B0.2770000100135803%5D.jpg,,,其他正常细胞,
"[2519, 1916, 3084, 2160]",dev,2,%5B40819_31633%5D%5B41064_31801%5D%5B0%5D%5B0.2770000100135803%5D.jpg,,,其他正常细胞,
"[2880, 548, 3030, 689]",dev,2,%5B40819_31633%5D%5B41064_31801%5D%5B0%5D%5B0.2770000100135803%5D.jpg,,,不明分类,
"[121, 527, 553, 1043]",dev,2,%5B52025_22368%5D%5B52276_22670%5D%5B0%5D%5B0.4099999964237213%5D.jpg,,,其他正常细胞,
"[1993, 679, 2293, 1114]",dev,2,%5B52025_22368%5D%5B52276_22670%5D%5B0%5D%5B0.4099999964237213%5D.jpg,,,其他正常细胞,
"[1661, 984, 2290, 1425]",dev,2,%5B52025_22368%5D%5B52276_22670%5D%5B0%5D%5B0.4099999964237213%5D.jpg,,,其他正常细胞,
"[1428, 583, 1850, 1051]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,其他正常细胞,
"[2188, 279, 2539, 816]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,其他正常细胞,
"[989, 624, 1322, 858]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,其他正常细胞,
"[90, 311, 576, 988]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,其他正常细胞,
"[3549, 1489, 3840, 1913]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,细菌性阴道病,
"[690, 310, 1140, 666]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,细菌性阴道病,
"[1697, 961, 2146, 1242]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,细菌性阴道病,
"[0, 143, 261, 577]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,其他正常细胞,
"[767, 728, 922, 1015]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,不明分类,
"[912, 923, 1091, 1090]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,不明分类,
"[2808, 14, 2969, 167]",dev,2,%5B40795_40407%5D%5B40998_40572%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,不明分类,
"[0, 1229, 472, 1840]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,其他正常细胞,
"[1973, 1078, 2206, 1484]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,其他正常细胞,
"[3346, 795, 3840, 1575]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,其他正常细胞,
"[2306, 256, 2996, 799]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,细菌性阴道病,
"[2462, 809, 3129, 1342]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,细菌性阴道病,
"[3080, 1431, 3623, 2017]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,细菌性阴道病,
"[3366, 380, 3761, 651]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,细菌性阴道病,
"[2137, 396, 2635, 978]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,细菌性阴道病,
"[0, 375, 321, 873]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,细菌性阴道病,
"[1638, 759, 2141, 1228]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,其他正常细胞,
"[988, 976, 1427, 1371]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,细菌性阴道病,
"[2727, 0, 3267, 182]",dev,2,%5B32034_7761%5D%5B32285_8055%5D%5B0%5D%5B0.23600000143051147%5D.jpg,,,其他正常细胞,
"[3488, 1619, 3840, 2160]",dev,2,%5B11268_39539%5D%5B11549_39695%5D%5B0%5D%5B0.2150000035762787%5D.jpg,,,其他正常细胞,
"[3151, 0, 3840, 322]",dev,2,%5B11268_39539%5D%5B11549_39695%5D%5B0%5D%5B0.2150000035762787%5D.jpg,,,其他正常细胞,
"[471, 1318, 1003, 1788]",dev,2,%5B11268_39539%5D%5B11549_39695%5D%5B0%5D%5B0.2150000035762787%5D.jpg,,,细菌性阴道病,
"[2042, 375, 2784, 1082]",dev,2,%5B11268_39539%5D%5B11549_39695%5D%5B0%5D%5B0.2150000035762787%5D.jpg,,,细菌性阴道病,
"[1941, 937, 2251, 1228]",dev,2,%5B11268_39539%5D%5B11549_39695%5D%5B0%5D%5B0.2150000035762787%5D.jpg,,,化生细胞,
"[2823, 577, 3367, 1011]",dev,2,%5B11268_39539%5D%5B11549_39695%5D%5B0%5D%5B0.2150000035762787%5D.jpg,,,细菌性阴道病,
"[2844, 123, 3377, 616]",dev,2,%5B11268_39539%5D%5B11549_39695%5D%5B0%5D%5B0.2150000035762787%5D.jpg,,,细菌性阴道病,
"[3465, 208, 3840, 581]",dev,2,%5B11268_39539%5D%5B11549_39695%5D%5B0%5D%5B0.2150000035762787%5D.jpg,,,细菌性阴道病,
"[1614, 908, 2017, 1238]",dev,2,%5B11268_39539%5D%5B11549_39695%5D%5B0%5D%5B0.2150000035762787%5D.jpg,,,化生细胞,
"[2543, 1436, 2976, 1909]",dev,2,%5B28015_29326%5D%5B28218_29476%5D%5B0%5D%5B0.2370000034570694%5D.jpg,,,其他正常细胞,
"[1724, 934, 2136, 1235]",dev,2,%5B28015_29326%5D%5B28218_29476%5D%5B0%5D%5B0.2370000034570694%5D.jpg,,,其他正常细胞,
"[1855, 135, 1993, 317]",dev,2,%5B28015_29326%5D%5B28218_29476%5D%5B0%5D%5B0.2370000034570694%5D.jpg,,,不明分类,
"[1661, 121, 1813, 392]",dev,2,%5B28015_29326%5D%5B28218_29476%5D%5B0%5D%5B0.2370000034570694%5D.jpg,,,不明分类,
"[1764, 1312, 2136, 1586]",dev,2,%5B28015_29326%5D%5B28218_29476%5D%5B0%5D%5B0.2370000034570694%5D.jpg,,,不明分类,
"[3090, 1572, 3608, 2030]",dev,2,%5B28015_29326%5D%5B28218_29476%5D%5B0%5D%5B0.2370000034570694%5D.jpg,,,其他正常细胞,
"[0, 18, 444, 395]",dev,2,%5B28015_29326%5D%5B28218_29476%5D%5B0%5D%5B0.2370000034570694%5D.jpg,,,其他正常细胞,
"[1081, 1557, 1366, 2043]",dev,2,%5B42405_40389%5D%5B42676_40673%5D%5B0%5D%5B0.3149999976158142%5D.jpg,,,其他正常细胞,
"[2913, 808, 3382, 1212]",dev,2,%5B42405_40389%5D%5B42676_40673%5D%5B0%5D%5B0.3149999976158142%5D.jpg,,,其他正常细胞,
"[2677, 1876, 3324, 2160]",dev,2,%5B42405_40389%5D%5B42676_40673%5D%5B0%5D%5B0.3149999976158142%5D.jpg,,,其他正常细胞,
"[67, 1278, 642, 1822]",dev,2,%5B42405_40389%5D%5B42676_40673%5D%5B0%5D%5B0.3149999976158142%5D.jpg,,,细菌性阴道病,
"[1924, 1904, 2448, 2160]",dev,2,%5B42405_40389%5D%5B42676_40673%5D%5B0%5D%5B0.3149999976158142%5D.jpg,,,其他正常细胞,
"[2162, 1322, 2650, 1874]",dev,2,%5B42405_40389%5D%5B42676_40673%5D%5B0%5D%5B0.3149999976158142%5D.jpg,,,其他正常细胞,
"[1645, 769, 1946, 1031]",dev,2,%5B42405_40389%5D%5B42676_40673%5D%5B0%5D%5B0.3149999976158142%5D.jpg,,,化生细胞,
"[1870, 1014, 2205, 1296]",dev,2,%5B42405_40389%5D%5B42676_40673%5D%5B0%5D%5B0.3149999976158142%5D.jpg,,,化生细胞,
"[1772, 1209, 2073, 1427]",dev,2,%5B42405_40389%5D%5B42676_40673%5D%5B0%5D%5B0.3149999976158142%5D.jpg,,,化生细胞,
"[0, 1050, 489, 1686]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,其他正常细胞,
"[1687, 888, 1999, 1321]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,其他正常细胞,
"[3420, 484, 3751, 952]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,其他正常细胞,
"[2107, 0, 2592, 503]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,其他正常细胞,
"[473, 449, 601, 764]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,不明分类,
"[1210, 265, 1578, 484]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,其他正常细胞,
"[1157, 381, 1448, 770]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,其他正常细胞,
"[2995, 393, 3384, 681]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,其他正常细胞,
"[0, 1554, 185, 1869]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,细菌性阴道病,
"[1088, 0, 1543, 226]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,细菌性阴道病,
"[3021, 587, 3334, 963]",dev,2,%5B14503_36661%5D%5B14586_36824%5D%5B0%5D%5B0.2199999988079071%5D.jpg,,,其他正常细胞,
"[1399, 1860, 1937, 2155]",dev,2,%5B30964_35502%5D%5B31260_35720%5D%5B0%5D%5B0.2630000114440918%5D.jpg,,,其他正常细胞,
"[1055, 1476, 1549, 1994]",dev,2,%5B30964_35502%5D%5B31260_35720%5D%5B0%5D%5B0.2630000114440918%5D.jpg,,,其他正常细胞,
"[778, 721, 1346, 1129]",dev,2,%5B30964_35502%5D%5B31260_35720%5D%5B0%5D%5B0.2630000114440918%5D.jpg,,,其他正常细胞,
"[3006, 546, 3534, 1028]",dev,2,%5B30964_35502%5D%5B31260_35720%5D%5B0%5D%5B0.2630000114440918%5D.jpg,,,其他正常细胞,
"[1592, 818, 2252, 1346]",dev,2,%5B30964_35502%5D%5B31260_35720%5D%5B0%5D%5B0.2630000114440918%5D.jpg,,,细菌性阴道病,
"[2746, 5, 3334, 285]",dev,2,%5B30964_35502%5D%5B31260_35720%5D%5B0%5D%5B0.2630000114440918%5D.jpg,,,其他正常细胞,
"[1961, 611, 2157, 824]",dev,2,%5B30964_35502%5D%5B31260_35720%5D%5B0%5D%5B0.2630000114440918%5D.jpg,,,其他正常细胞,
"[1408, 951, 1579, 1161]",dev,2,%5B30964_35502%5D%5B31260_35720%5D%5B0%5D%5B0.2630000114440918%5D.jpg,,,不明分类,
"[2552, 1353, 2716, 1546]",dev,2,%5B30964_35502%5D%5B31260_35720%5D%5B0%5D%5B0.2630000114440918%5D.jpg,,,不明分类,
"[235, 0, 688, 420]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,细菌性阴道病,
"[1204, 448, 1752, 926]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,细菌性阴道病,
"[3457, 513, 3840, 1463]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,细菌性阴道病,
"[1026, 1700, 1589, 2160]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,其他正常细胞,
"[2219, 1573, 2707, 2085]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,其他正常细胞,
"[2968, 1266, 3561, 1638]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,其他正常细胞,
"[1133, 52, 1503, 446]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,其他正常细胞,
"[1709, 908, 2128, 1230]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,ASC-US,
"[0, 825, 343, 1446]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,深染细胞团,
"[774, 0, 1366, 271]",dev,2,%5B7409_37125%5D%5B7616_37277%5D%5B0%5D%5B0.23800000548362732%5D.jpg,,,其他正常细胞,
"[2945, 1676, 3422, 2160]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[2038, 1334, 2731, 1904]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[1821, 1771, 2261, 2160]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[1689, 367, 2174, 737]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[856, 324, 1377, 807]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[451, 960, 1030, 1401]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[1492, 0, 1898, 293]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[415, 0, 716, 355]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[1757, 853, 1973, 1234]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,化生细胞,
"[152, 0, 433, 334]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[1860, 1034, 2137, 1239]",dev,2,%5B20062_28236%5D%5B20254_28428%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,化生细胞,
"[752, 1032, 1339, 1647]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,其他正常细胞,
"[982, 709, 1477, 1299]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,其他正常细胞,
"[2447, 171, 3060, 738]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,其他正常细胞,
"[3386, 1023, 3840, 1638]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,其他正常细胞,
"[3361, 1562, 3840, 2126]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,其他正常细胞,
"[1723, 920, 2118, 1470]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,宫颈管细胞,
"[2708, 1541, 2893, 1639]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,宫颈管细胞,
"[2814, 1598, 2961, 1733]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,宫颈管细胞,
"[1803, 135, 1964, 262]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,宫颈管细胞,
"[2655, 14, 3128, 256]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,其他正常细胞,
"[148, 1174, 552, 1583]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,细菌性阴道病,
"[3149, 65, 3505, 597]",dev,2,%5B24141_47780%5D%5B24336_47924%5D%5B2%5D%5B0.2160000056028366%5D.jpg,,,细菌性阴道病,
"[0, 1284, 635, 1989]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,细菌性阴道病,
"[2007, 1538, 2619, 2160]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,其他正常细胞,
"[2162, 567, 2757, 1071]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,其他正常细胞,
"[3029, 955, 3707, 1539]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,其他正常细胞,
"[3023, 0, 3471, 261]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,其他正常细胞,
"[1615, 787, 2188, 1385]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,其他正常细胞,
"[768, 1978, 1178, 2160]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,其他正常细胞,
"[700, 0, 1146, 150]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,其他正常细胞,
"[403, 873, 649, 1086]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,不明分类,
"[3350, 367, 3680, 745]",dev,2,%5B38140_39637%5D%5B38378_39840%5D%5B0%5D%5B0.3109999895095825%5D.jpg,,,其他正常细胞,
"[1006, 1521, 1454, 2097]",dev,2,%5B45593_40858%5D%5B45824_41104%5D%5B0%5D%5B0.26899999380111694%5D.jpg,,,细菌性阴道病,
